"palavra";"sentimento"
"labutáramos";"neg"
"labutáreis";"neg"
"labutásseis";"neg"
"labutássemos";"neg"
"labutávamos";"neg"
"labutáveis";"neg"
"lacrimeja";"neg"
"lacrimejada";"neg"
"lacrimejadas";"neg"
"lacrimejado";"neg"
"lacrimejados";"neg"
"lacrimejai";"neg"
"lacrimejais";"neg"
"lacrimejam";"neg"
"lacrimejamos";"neg"
"lacrimejando";"neg"
"lacrimejar";"neg"
"lacrimejara";"neg"
"lacrimejaram";"neg"
"lacrimejaras";"neg"
"lacrimejardes";"neg"
"lacrimejarei";"neg"
"lacrimejareis";"neg"
"lacrimejarem";"neg"
"lacrimejaremos";"neg"
"lacrimejares";"neg"
"lacrimejaria";"neg"
"lacrimejariam";"neg"
"lacrimejarias";"neg"
"lacrimejarmos";"neg"
"lacrimejará";"neg"
"lacrimejarás";"neg"
"lacrimejarão";"neg"
"lacrimejaríamos";"neg"
"lacrimejaríeis";"neg"
"lacrimejas";"neg"
"lacrimejasse";"neg"
"lacrimejassem";"neg"
"lacrimejasses";"neg"
"lacrimejaste";"neg"
"lacrimejastes";"neg"
"lacrimejava";"neg"
"lacrimejavam";"neg"
"lacrimejavas";"neg"
"lacrimeje";"neg"
"lacrimejei";"neg"
"lacrimejeis";"neg"
"lacrimejem";"neg"
"lacrimejemos";"neg"
"lacrimejes";"neg"
"lacrimejo";"neg"
"lacrimejou";"neg"
"lacrimejáramos";"neg"
"lacrimejáreis";"neg"
"lacrimejásseis";"neg"
"lacrimejássemos";"neg"
"lacrimejávamos";"neg"
"lacrimejáveis";"neg"
"ladra";"neg"
"ladras";"neg"
"ladrão";"neg"
"ladrões";"neg"
"lamenta";"neg"
"lamenta-se";"neg"
"lamentada";"neg"
"lamentadas";"neg"
"lamentado";"neg"
"lamentado-se";"neg"
"lamentados";"neg"
"lamentai";"neg"
"lamentais";"neg"
"lamentam";"neg"
"lamentamos";"neg"
"lamentando";"neg"
"lamentando-se";"neg"
"lamentar";"neg"
"lamentara";"neg"
"lamentaram";"neg"
"lamentaras";"neg"
"lamentardes";"neg"
"lamentarei";"neg"
"lamentareis";"neg"
"lamentarem";"neg"
"lamentaremos";"neg"
"lamentares";"neg"
"lamentaria";"neg"
"lamentariam";"neg"
"lamentarias";"neg"
"lamentarmos";"neg"
"lamentará";"neg"
"lamentarás";"neg"
"lamentarão";"neg"
"lamentaríamos";"neg"
"lamentaríeis";"neg"
"lamentas";"neg"
"lamentasse";"neg"
"lamentassem";"neg"
"lamentasses";"neg"
"lamentaste";"neg"
"lamentastes";"neg"
"lamentava";"neg"
"lamentavam";"neg"
"lamentavas";"neg"
"lamentavelmente";"neg"
"lamente";"neg"
"lamentei";"neg"
"lamenteis";"neg"
"lamentem";"neg"
"lamentemos";"neg"
"lamentes";"neg"
"lamento";"neg"
"lamentou";"neg"
"lamentáramos";"neg"
"lamentáreis";"neg"
"lamentásseis";"neg"
"lamentássemos";"neg"
"lamentávamos";"neg"
"lamentáveis";"neg"
"lamuria";"neg"
"lamuriada";"neg"
"lamuriadas";"neg"
"lamuriado";"neg"
"lamuriados";"neg"
"lamuriai";"neg"
"lamuriais";"neg"
"lamuriam";"neg"
"lamuriamos";"neg"
"lamuriando";"neg"
"lamuriar";"neg"
"lamuriara";"neg"
"lamuriaram";"neg"
"lamuriaras";"neg"
"lamuriardes";"neg"
"lamuriarei";"neg"
"lamuriareis";"neg"
"lamuriarem";"neg"
"lamuriaremos";"neg"
"lamuriares";"neg"
"lamuriaria";"neg"
"lamuriariam";"neg"
"lamuriarias";"neg"
"lamuriarmos";"neg"
"lamuriará";"neg"
"lamuriarás";"neg"
"lamuriarão";"neg"
"lamuriaríamos";"neg"
"lamuriaríeis";"neg"
"lamurias";"neg"
"lamuriasse";"neg"
"lamuriassem";"neg"
"lamuriasses";"neg"
"lamuriaste";"neg"
"lamuriastes";"neg"
"lamuriava";"neg"
"lamuriavam";"neg"
"lamuriavas";"neg"
"lamurie";"neg"
"lamuriei";"neg"
"lamurieis";"neg"
"lamuriem";"neg"
"lamuriemos";"neg"
"lamuries";"neg"
"lamurio";"neg"
"lamuriou";"neg"
"lamuriáramos";"neg"
"lamuriáreis";"neg"
"lamuriásseis";"neg"
"lamuriássemos";"neg"
"lamuriávamos";"neg"
"lamuriáveis";"neg"
"lamúria";"neg"
"largamente";"pos"
"lastima";"neg"
"lastimada";"neg"
"lastimadas";"neg"
"lastimado";"neg"
"lastimados";"neg"
"lastimai";"neg"
"lastimais";"neg"
"lastimam";"neg"
"lastimamos";"neg"
"lastimando";"neg"
"lastimar";"neg"
"lastimara";"neg"
"lastimaram";"neg"
"lastimaras";"neg"
"lastimardes";"neg"
"lastimarei";"neg"
"lastimareis";"neg"
"lastimarem";"neg"
"lastimaremos";"neg"
"lastimares";"neg"
"lastimaria";"neg"
"lastimariam";"neg"
"lastimarias";"neg"
"lastimarmos";"neg"
"lastimará";"neg"
"lastimarás";"neg"
"lastimarão";"neg"
"lastimaríamos";"neg"
"lastimaríeis";"neg"
"lastimas";"neg"
"lastimasse";"neg"
"lastimassem";"neg"
"lastimasses";"neg"
"lastimaste";"neg"
"lastimastes";"neg"
"lastimava";"neg"
"lastimavam";"neg"
"lastimavas";"neg"
"lastime";"neg"
"lastimei";"neg"
"lastimeis";"neg"
"lastimem";"neg"
"lastimemos";"neg"
"lastimes";"neg"
"lastimo";"neg"
"lastimou";"neg"
"lastimáramos";"neg"
"lastimáreis";"neg"
"lastimásseis";"neg"
"lastimássemos";"neg"
"lastimávamos";"neg"
"lastimáveis";"neg"
"laudabilidade";"pos"
"leais";"pos"
"leal";"pos"
"lealdade";"pos"
"lealmente";"pos"
"legais";"pos"
"legal";"pos"
"lenta";"neg"
"lentas";"neg"
"lentidão";"neg"
"lerda";"neg"
"lerdas";"neg"
"lesa";"neg"
"lesada";"neg"
"lesadas";"neg"
"lesado";"neg"
"lesados";"neg"
"lesai";"neg"
"lesais";"neg"
"lesam";"neg"
"lesamos";"neg"
"lesando";"neg"
"lesar";"neg"
"lesara";"neg"
"lesaram";"neg"
"lesaras";"neg"
"lesardes";"neg"
"lesarei";"neg"
"lesareis";"neg"
"lesarem";"neg"
"lesaremos";"neg"
"lesares";"neg"
"lesaria";"neg"
"lesariam";"neg"
"lesarias";"neg"
"lesarmos";"neg"
"lesará";"neg"
"lesarás";"neg"
"lesarão";"neg"
"lesaríamos";"neg"
"lesaríeis";"neg"
"lesas";"neg"
"lesasse";"neg"
"lesassem";"neg"
"lesasses";"neg"
"lesaste";"neg"
"lesastes";"neg"
"lesava";"neg"
"lesavam";"neg"
"lesavas";"neg"
"lese";"neg"
"lesei";"neg"
"leseis";"neg"
"lesem";"neg"
"lesemos";"neg"
"leses";"neg"
"leso";"neg"
"lesou";"neg"
"lesáramos";"neg"
"lesáreis";"neg"
"lesásseis";"neg"
"lesássemos";"neg"
"lesávamos";"neg"
"lesáveis";"neg"
"leve";"pos"
"levemente";"pos"
"leves";"pos"
"libera";"pos"
"liberada";"pos"
"liberadas";"pos"
"liberado";"pos"
"liberados";"pos"
"liberai";"pos"
"liberais";"pos"
"liberal";"pos"
"liberalidade";"pos"
"liberalmente";"pos"
"liberam";"pos"
"liberamos";"pos"
"liberando";"pos"
"liberar";"pos"
"liberara";"pos"
"liberaram";"pos"
"liberaras";"pos"
"liberardes";"pos"
"liberarei";"pos"
"liberareis";"pos"
"liberarem";"pos"
"liberaremos";"pos"
"liberares";"pos"
"liberaria";"pos"
"liberariam";"pos"
"liberarias";"pos"
"liberarmos";"pos"
"liberará";"pos"
"liberarás";"pos"
"liberarão";"pos"
"liberaríamos";"pos"
"liberaríeis";"pos"
"liberas";"pos"
"liberasse";"pos"
"liberassem";"pos"
"liberasses";"pos"
"liberaste";"pos"
"liberastes";"pos"
"liberava";"pos"
"liberavam";"pos"
"liberavas";"pos"
"liberdade";"pos"
"libere";"pos"
"liberei";"pos"
"libereis";"pos"
"liberem";"pos"
"liberemos";"pos"
"liberes";"pos"
"libero";"pos"
"liberou";"pos"
"liberta";"pos"
"libertada";"pos"
"libertadas";"pos"
"libertado";"pos"
"libertados";"pos"
"libertai";"pos"
"libertais";"pos"
"libertam";"pos"
"libertamos";"pos"
"libertando";"pos"
"libertar";"pos"
"libertara";"pos"
"libertaram";"pos"
"libertaras";"pos"
"libertardes";"pos"
"libertarei";"pos"
"libertareis";"pos"
"libertarem";"pos"
"libertaremos";"pos"
"libertares";"pos"
"libertaria";"pos"
"libertariam";"pos"
"libertarias";"pos"
"libertarmos";"pos"
"libertará";"pos"
"libertarás";"pos"
"libertarão";"pos"
"libertaríamos";"pos"
"libertaríeis";"pos"
"libertas";"pos"
"libertasse";"pos"
"libertassem";"pos"
"libertasses";"pos"
"libertaste";"pos"
"libertastes";"pos"
"libertava";"pos"
"libertavam";"pos"
"libertavas";"pos"
"libertação";"pos"
"liberte";"pos"
"libertei";"pos"
"liberteis";"pos"
"libertem";"pos"
"libertemos";"pos"
"libertes";"pos"
"liberto";"pos"
"libertos";"pos"
"libertou";"pos"
"libertáramos";"pos"
"libertáreis";"pos"
"libertásseis";"pos"
"libertássemos";"pos"
"libertávamos";"pos"
"libertáveis";"pos"
"liberáramos";"pos"
"liberáreis";"pos"
"liberásseis";"pos"
"liberássemos";"pos"
"liberávamos";"pos"
"liberáveis";"pos"
"licenciosa";"pos"
"licenciosas";"pos"
"licença";"pos"
"ligeira";"pos"
"ligeiras";"pos"
"limitada";"pos"
"limitadas";"pos"
"linda";"pos"
"lindamente";"pos"
"lindas";"pos"
"lindo";"pos"
"lindos";"pos"
"liquidando";"neg"
"lisonjeada";"pos"
"lisonjeadas";"pos"
"lisonjeado";"pos"
"lisonjeados";"pos"
"lisonjeai";"pos"
"lisonjeais";"pos"
"lisonjeamos";"pos"
"lisonjeando";"pos"
"lisonjear";"pos"
"lisonjeara";"pos"
"lisonjearam";"pos"
"lisonjearas";"pos"
"lisonjeardes";"pos"
"lisonjearei";"pos"
"lisonjeareis";"pos"
"lisonjearem";"pos"
"lisonjearemos";"pos"
"lisonjeares";"pos"
"lisonjearia";"pos"
"lisonjeariam";"pos"
"lisonjearias";"pos"
"lisonjearmos";"pos"
"lisonjeará";"pos"
"lisonjearás";"pos"
"lisonjearão";"pos"
"lisonjearíamos";"pos"
"lisonjearíeis";"pos"
"lisonjeasse";"pos"
"lisonjeassem";"pos"
"lisonjeasses";"pos"
"lisonjeaste";"pos"
"lisonjeastes";"pos"
"lisonjeava";"pos"
"lisonjeavam";"pos"
"lisonjeavas";"pos"
"lisonjeei";"pos"
"lisonjeeis";"pos"
"lisonjeemos";"pos"
"lisonjeia";"pos"
"lisonjeiam";"pos"
"lisonjeias";"pos"
"lisonjeie";"pos"
"lisonjeiem";"pos"
"lisonjeies";"pos"
"lisonjeio";"pos"
"lisonjeou";"pos"
"lisonjeáramos";"pos"
"lisonjeáreis";"pos"
"lisonjeásseis";"pos"
"lisonjeássemos";"pos"
"lisonjeávamos";"pos"
"lisonjeáveis";"pos"
"livra";"pos"
"livrada";"pos"
"livradas";"pos"
"livrado";"pos"
"livrados";"pos"
"livrai";"pos"
"livrais";"pos"
"livram";"pos"
"livramos";"pos"
"livrando";"pos"
"livrar";"pos"
"livrara";"pos"
"livraram";"pos"
"livraras";"pos"
"livrardes";"pos"
"livrarei";"pos"
"livrareis";"pos"
"livrarem";"pos"
"livraremos";"pos"
"livrares";"pos"
"livraria";"pos"
"livrariam";"pos"
"livrarias";"pos"
"livrarmos";"pos"
"livrará";"pos"
"livrarás";"pos"
"livrarão";"pos"
"livraríamos";"pos"
"livraríeis";"pos"
"livras";"pos"
"livrasse";"pos"
"livrassem";"pos"
"livrasses";"pos"
"livraste";"pos"
"livrastes";"pos"
"livrava";"pos"
"livravam";"pos"
"livravas";"pos"
"livre";"pos"
"livrei";"pos"
"livreis";"pos"
"livrem";"pos"
"livremente";"pos"
"livremos";"pos"
"livres";"pos"
"livro";"pos"
"livrou";"pos"
"livráramos";"pos"
"livráreis";"pos"
"livrásseis";"pos"
"livrássemos";"pos"
"livrávamos";"pos"
"livráveis";"pos"
"lmao";"pos"
"logra";"neg"
"lograda";"neg"
"logradas";"neg"
"logrado";"neg"
"logrados";"neg"
"lograi";"neg"
"lograis";"neg"
"logram";"neg"
"logramos";"neg"
"logrando";"neg"
"lograr";"neg"
"lograra";"neg"
"lograram";"neg"
"lograras";"neg"
"logrardes";"neg"
"lograrei";"neg"
"lograreis";"neg"
"lograrem";"neg"
"lograremos";"neg"
"lograres";"neg"
"lograria";"neg"
"lograriam";"neg"
"lograrias";"neg"
"lograrmos";"neg"
"logrará";"neg"
"lograrás";"neg"
"lograrão";"neg"
"lograríamos";"neg"
"lograríeis";"neg"
"logras";"neg"
"lograsse";"neg"
"lograssem";"neg"
"lograsses";"neg"
"lograste";"neg"
"lograstes";"neg"
"lograva";"neg"
"logravam";"neg"
"logravas";"neg"
"logre";"neg"
"logrei";"neg"
"logreis";"neg"
"logrem";"neg"
"logremos";"neg"
"logres";"neg"
"logro";"neg"
"logrou";"neg"
"lográramos";"neg"
"lográreis";"neg"
"lográsseis";"neg"
"lográssemos";"neg"
"lográvamos";"neg"
"lográveis";"neg"
"lol";"pos"
"louca";"neg"
"loucamente";"neg"
"loucas";"neg"
"louco";"neg"
"loucos";"neg"
"loucura";"neg"
"louva";"pos"
"louvabilidade";"pos"
"louvada";"pos"
"louvadas";"pos"
"louvado";"pos"
"louvados";"pos"
"louvai";"pos"
"louvais";"pos"
"louvam";"pos"
"louvamos";"pos"
"louvando";"pos"
"louvar";"pos"
"louvara";"pos"
"louvaram";"pos"
"louvaras";"pos"
"louvardes";"pos"
"louvarei";"pos"
"louvareis";"pos"
"louvarem";"pos"
"louvaremos";"pos"
"louvares";"pos"
"louvaria";"pos"
"louvariam";"pos"
"louvarias";"pos"
"louvarmos";"pos"
"louvará";"pos"
"louvarás";"pos"
"louvarão";"pos"
"louvaríamos";"pos"
"louvaríeis";"pos"
"louvas";"pos"
"louvasse";"pos"
"louvassem";"pos"
"louvasses";"pos"
"louvaste";"pos"
"louvastes";"pos"
"louvava";"pos"
"louvavam";"pos"
"louvavas";"pos"
"louve";"pos"
"louvei";"pos"
"louveis";"pos"
"louvem";"pos"
"louvemos";"pos"
"louves";"pos"
"louvo";"pos"
"louvou";"pos"
"louváramos";"pos"
"louváreis";"pos"
"louvásseis";"pos"
"louvássemos";"pos"
"louvávamos";"pos"
"louváveis";"pos"
"lucra";"pos"
"lucrada";"pos"
"lucradas";"pos"
"lucrado";"pos"
"lucrados";"pos"
"lucrai";"pos"
"lucrais";"pos"
"lucram";"pos"
"lucramos";"pos"
"lucrando";"pos"
"lucrar";"pos"
"lucrara";"pos"
"lucraram";"pos"
"lucraras";"pos"
"lucrardes";"pos"
"lucrarei";"pos"
"lucrareis";"pos"
"lucrarem";"pos"
"lucraremos";"pos"
"lucrares";"pos"
"lucraria";"pos"
"lucrariam";"pos"
"lucrarias";"pos"
"lucrarmos";"pos"
"lucrará";"pos"
"lucrarás";"pos"
"lucrarão";"pos"
"lucraríamos";"pos"
"lucraríeis";"pos"
"lucras";"pos"
"lucrasse";"pos"
"lucrassem";"pos"
"lucrasses";"pos"
"lucraste";"pos"
"lucrastes";"pos"
"lucrava";"pos"
"lucravam";"pos"
"lucravas";"pos"
"lucre";"pos"
"lucrei";"pos"
"lucreis";"pos"
"lucrem";"pos"
"lucremos";"pos"
"lucres";"pos"
"lucro";"pos"
"lucrou";"pos"
"lucráramos";"pos"
"lucráreis";"pos"
"lucrásseis";"pos"
"lucrássemos";"pos"
"lucrávamos";"pos"
"lucráveis";"pos"
"luta";"neg"
"lutada";"neg"
"lutadas";"neg"
"lutado";"neg"
"lutados";"neg"
"lutai";"neg"
"lutais";"neg"
"lutam";"neg"
"lutamos";"neg"
"lutando";"neg"
"lutar";"neg"
"lutara";"neg"
"lutaram";"neg"
"lutaras";"neg"
"lutardes";"neg"
"lutarei";"neg"
"lutareis";"neg"
"lutarem";"neg"
"lutaremos";"neg"
"lutares";"neg"
"lutaria";"neg"
"lutariam";"neg"
"lutarias";"neg"
"lutarmos";"neg"
"lutará";"neg"
"lutarás";"neg"
"lutarão";"neg"
"lutaríamos";"neg"
"lutaríeis";"neg"
"lutas";"neg"
"lutasse";"neg"
"lutassem";"neg"
"lutasses";"neg"
"lutaste";"neg"
"lutastes";"neg"
"lutava";"neg"
"lutavam";"neg"
"lutavas";"neg"
"lute";"neg"
"lutei";"neg"
"luteis";"neg"
"lutem";"neg"
"lutemos";"neg"
"lutes";"neg"
"luto";"neg"
"lutou";"neg"
"lutáramos";"neg"
"lutáreis";"neg"
"lutásseis";"neg"
"lutássemos";"neg"
"lutávamos";"neg"
"lutáveis";"neg"
"lástima";"neg"
"macaqueada";"neg"
"macaqueadas";"neg"
"macaqueado";"neg"
"macaqueados";"neg"
"macaqueai";"neg"
"macaqueais";"neg"
"macaqueamos";"neg"
"macaqueando";"neg"
"macaquear";"neg"
"macaqueara";"neg"
"macaquearam";"neg"
"macaquearas";"neg"
"macaqueardes";"neg"
"macaquearei";"neg"
"macaqueareis";"neg"
"macaquearem";"neg"
"macaquearemos";"neg"
"macaqueares";"neg"
"macaquearia";"neg"
"macaqueariam";"neg"
"macaquearias";"neg"
"macaquearmos";"neg"
"macaqueará";"neg"
"macaquearás";"neg"
"macaquearão";"neg"
"macaquearíamos";"neg"
"macaquearíeis";"neg"
"macaqueasse";"neg"
"macaqueassem";"neg"
"macaqueasses";"neg"
"macaqueaste";"neg"
"macaqueastes";"neg"
"macaqueava";"neg"
"macaqueavam";"neg"
"macaqueavas";"neg"
"macaqueei";"neg"
"macaqueeis";"neg"
"macaqueemos";"neg"
"macaqueia";"neg"
"macaqueiam";"neg"
"macaqueias";"neg"
"macaqueie";"neg"
"macaqueiem";"neg"
"macaqueies";"neg"
"macaqueio";"neg"
"macaqueou";"neg"
"macaqueáramos";"neg"
"macaqueáreis";"neg"
"macaqueásseis";"neg"
"macaqueássemos";"neg"
"macaqueávamos";"neg"
"macaqueáveis";"neg"
"machuca";"neg"
"machucada";"neg"
"machucadas";"neg"
"machucado";"neg"
"machucados";"neg"
"machucai";"neg"
"machucais";"neg"
"machucam";"neg"
"machucamos";"neg"
"machucando";"neg"
"machucar";"neg"
"machucara";"neg"
"machucaram";"neg"
"machucaras";"neg"
"machucardes";"neg"
"machucarei";"neg"
"machucareis";"neg"
"machucarem";"neg"
"machucaremos";"neg"
"machucares";"neg"
"machucaria";"neg"
"machucariam";"neg"
"machucarias";"neg"
"machucarmos";"neg"
"machucará";"neg"
"machucarás";"neg"
"machucarão";"neg"
"machucaríamos";"neg"
"machucaríeis";"neg"
"machucas";"neg"
"machucasse";"neg"
"machucassem";"neg"
"machucasses";"neg"
"machucaste";"neg"
"machucastes";"neg"
"machucava";"neg"
"machucavam";"neg"
"machucavas";"neg"
"machuco";"neg"
"machucou";"neg"
"machucáramos";"neg"
"machucáreis";"neg"
"machucásseis";"neg"
"machucássemos";"neg"
"machucávamos";"neg"
"machucáveis";"neg"
"machuque";"neg"
"machuquei";"neg"
"machuqueis";"neg"
"machuquem";"neg"
"machuquemos";"neg"
"machuques";"neg"
"magnificamente";"pos"
"magnificência";"pos"
"magnífico";"pos"
"magoa";"neg"
"magoada";"neg"
"magoadas";"neg"
"magoado";"neg"
"magoados";"neg"
"magoai";"neg"
"magoais";"neg"
"magoam";"neg"
"magoamos";"neg"
"magoando";"neg"
"magoar";"neg"
"magoara";"neg"
"magoaram";"neg"
"magoaras";"neg"
"magoardes";"neg"
"magoarei";"neg"
"magoareis";"neg"
"magoarem";"neg"
"magoaremos";"neg"
"magoares";"neg"
"magoaria";"neg"
"magoariam";"neg"
"magoarias";"neg"
"magoarmos";"neg"
"magoará";"neg"
"magoarás";"neg"
"magoarão";"neg"
"magoaríamos";"neg"
"magoaríeis";"neg"
"magoas";"neg"
"magoasse";"neg"
"magoassem";"neg"
"magoasses";"neg"
"magoaste";"neg"
"magoastes";"neg"
"magoava";"neg"
"magoavam";"neg"
"magoavas";"neg"
"magoe";"neg"
"magoei";"neg"
"magoeis";"neg"
"magoem";"neg"
"magoemos";"neg"
"magoes";"neg"
"magoou";"neg"
"magoáramos";"neg"
"magoáreis";"neg"
"magoásseis";"neg"
"magoássemos";"neg"
"magoávamos";"neg"
"magoáveis";"neg"
"magôo";"neg"
"maior";"pos"
"maiores";"pos"
"majestade";"pos"
"majestosa";"pos"
"majestosas";"pos"
"mal";"neg"
"mal-estar";"neg"
"maldade";"neg"
"maldiga";"neg"
"maldigais";"neg"
"maldigam";"neg"
"maldigamos";"neg"
"maldigas";"neg"
"maldigo";"neg"
"maldirei";"neg"
"maldireis";"neg"
"maldiremos";"neg"
"maldiria";"neg"
"maldiriam";"neg"
"maldirias";"neg"
"maldirá";"neg"
"maldirás";"neg"
"maldirão";"neg"
"maldiríamos";"neg"
"maldiríeis";"neg"
"maldisse";"neg"
"maldissemos";"neg"
"maldisser";"neg"
"maldissera";"neg"
"maldisseram";"neg"
"maldisseras";"neg"
"maldisserdes";"neg"
"maldisserem";"neg"
"maldisseres";"neg"
"maldissermos";"neg"
"maldissesse";"neg"
"maldissessem";"neg"
"maldissesses";"neg"
"maldisseste";"neg"
"maldissestes";"neg"
"maldisséramos";"neg"
"maldisséreis";"neg"
"maldissésseis";"neg"
"maldisséssemos";"neg"
"maldita";"neg"
"malditas";"neg"
"maldito";"neg"
"malditos";"neg"
"maldiz";"neg"
"maldize";"neg"
"maldizei";"neg"
"maldizeis";"neg"
"maldizem";"neg"
"maldizemos";"neg"
"maldizendo";"neg"
"maldizer";"neg"
"maldizerdes";"neg"
"maldizerem";"neg"
"maldizeres";"neg"
"maldizermos";"neg"
"maldizes";"neg"
"maldizia";"neg"
"maldiziam";"neg"
"maldizias";"neg"
"maldizíamos";"neg"
"maldizíeis";"neg"
"maldosamente";"neg"
"males";"neg"
"malevolência";"neg"
"malignidade";"neg"
"malogra";"neg"
"malograda";"neg"
"malogradamente";"neg"
"malogradas";"neg"
"malogrado";"neg"
"malogrados";"neg"
"malograi";"neg"
"malograis";"neg"
"malogram";"neg"
"malogramos";"neg"
"malogrando";"neg"
"malograr";"neg"
"malograra";"neg"
"malograram";"neg"
"malograras";"neg"
"malogrardes";"neg"
"malograrei";"neg"
"malograreis";"neg"
"malograrem";"neg"
"malograremos";"neg"
"malograres";"neg"
"malograria";"neg"
"malograriam";"neg"
"malograrias";"neg"
"malograrmos";"neg"
"malogrará";"neg"
"malograrás";"neg"
"malograrão";"neg"
"malograríamos";"neg"
"malograríeis";"neg"
"malogras";"neg"
"malograsse";"neg"
"malograssem";"neg"
"malograsses";"neg"
"malograste";"neg"
"malograstes";"neg"
"malograva";"neg"
"malogravam";"neg"
"malogravas";"neg"
"malogre";"neg"
"malogrei";"neg"
"malogreis";"neg"
"malogrem";"neg"
"malogremos";"neg"
"malogres";"neg"
"malogro";"neg"
"malogrou";"neg"
"malográramos";"neg"
"malográreis";"neg"
"malográsseis";"neg"
"malográssemos";"neg"
"malográvamos";"neg"
"malográveis";"neg"
"maltrata";"neg"
"maltratada";"neg"
"maltratadas";"neg"
"maltratado";"neg"
"maltratados";"neg"
"maltratai";"neg"
"maltratais";"neg"
"maltratam";"neg"
"maltratamos";"neg"
"maltratando";"neg"
"maltratar";"neg"
"maltratara";"neg"
"maltrataram";"neg"
"maltrataras";"neg"
"maltratardes";"neg"
"maltratarei";"neg"
"maltratareis";"neg"
"maltratarem";"neg"
"maltrataremos";"neg"
"maltratares";"neg"
"maltrataria";"neg"
"maltratariam";"neg"
"maltratarias";"neg"
"maltratarmos";"neg"
"maltratará";"neg"
"maltratarás";"neg"
"maltratarão";"neg"
"maltrataríamos";"neg"
"maltrataríeis";"neg"
"maltratas";"neg"
"maltratasse";"neg"
"maltratassem";"neg"
"maltratasses";"neg"
"maltrataste";"neg"
"maltratastes";"neg"
"maltratava";"neg"
"maltratavam";"neg"
"maltratavas";"neg"
"maltrate";"neg"
"maltratei";"neg"
"maltrateis";"neg"
"maltratem";"neg"
"maltratemos";"neg"
"maltrates";"neg"
"maltrato";"neg"
"maltratou";"neg"
"maltratáramos";"neg"
"maltratáreis";"neg"
"maltratásseis";"neg"
"maltratássemos";"neg"
"maltratávamos";"neg"
"maltratáveis";"neg"
"manca";"neg"
"mancas";"neg"
"mancha";"neg"
"manchas";"neg"
"manco";"neg"
"mancos";"neg"
"mania";"neg"
"manias";"neg"
"mansa";"pos"
"mansas";"pos"
"manso";"pos"
"mansos";"pos"
"mantemos";"pos"
"mantende";"pos"
"mantendes";"pos"
"mantendo";"pos"
"mantenha";"pos"
"mantenhais";"pos"
"mantenham";"pos"
"mantenhamos";"pos"
"mantenhas";"pos"
"mantenho";"pos"
"manter";"pos"
"manterdes";"pos"
"manterei";"pos"
"mantereis";"pos"
"manterem";"pos"
"manteremos";"pos"
"manteres";"pos"
"manteria";"pos"
"manteriam";"pos"
"manterias";"pos"
"mantermos";"pos"
"manterá";"pos"
"manterás";"pos"
"manterão";"pos"
"manteríamos";"pos"
"manteríeis";"pos"
"mantida";"pos"
"mantidas";"pos"
"mantido";"pos"
"mantidos";"pos"
"mantinha";"pos"
"mantinham";"pos"
"mantinhas";"pos"
"mantive";"pos"
"mantivemos";"pos"
"mantiver";"pos"
"mantivera";"pos"
"mantiveram";"pos"
"mantiveras";"pos"
"mantiverdes";"pos"
"mantiverem";"pos"
"mantiveres";"pos"
"mantivermos";"pos"
"mantivesse";"pos"
"mantivessem";"pos"
"mantivesses";"pos"
